CaseID,FirstName,LastName,Role
CIV-102593,Alex,Martin,Defendant
CIV-102593,Ruth,Tran,Judge
CIV-102594,Robert,Santos,Plaintiff
CIV-102594,Austin,Phillips,Defendant
CIV-102594,Bridget,Delgado,Judge
CIV-102595,Anthony,Robinson,Plaintiff
CIV-102595,Vickie,Carr,Defendant
CIV-102595,Ashley,Harris,Judge
CIV-102596,Fred,Walker,Prosecutor
CIV-102596,Justin,Elliott,Defendant
CIV-102596,Jared,Hoffman,Judge
CIV-102597,Mark,Alvarez,Prosecutor
CIV-102597,Robin,Schaefer,Defendant
CIV-102597,Dennis,Lewis,Judge
CIV-102598,Amanda,Estrada,Plaintiff
CIV-102598,Angela,Bauer,Defendant
CIV-102598,Alexandra,Baker,Judge
CIV-102599,Tricia,Anderson,Plaintiff
CIV-102599,Paige,Rangel,Defendant
CIV-102599,Erik,Evans,Judge
CIV-102600,Corey,Jones,Plaintiff
CIV-102600,Rodney,Mitchell,Defendant
CIV-102600,Denise,Goodman,Judge
CIV-102601,Paul,Garcia,Plaintiff
CIV-102601,Ellen,Bates,Defendant
CIV-102601,Veronica,Paul,Judge
CIV-102602,Joshua,Graves,Plaintiff
CIV-102602,Andrew,Mendoza,Defendant
CIV-102602,Brent,Harris,Judge
CIV-102603,Tina,Miller,Prosecutor
CIV-102603,David,Mitchell,Defendant
CIV-102603,Kyle,Rose,Judge
CIV-102604,Jennifer,Meyer,Plaintiff
CIV-102604,Jerome,Williams,Defendant
CIV-102604,Jason,Malone,Judge
CIV-102605,Frances,Thomas,Prosecutor
CIV-102605,Barry,Mack,Defendant
CIV-102605,Jesse,Holt,Judge
CIV-102606,Sherri,Collins,Plaintiff
CIV-102606,Monica,Patel,Defendant
CIV-102606,Susan,Christensen,Judge
CIV-102607,Rebecca,Carroll,Plaintiff
CIV-102607,Barbara,Flowers,Defendant
CIV-102607,Annette,Ramos,Judge
CIV-102608,Andrew,Johnson,Plaintiff
CIV-102608,Kimberly,Browning,Defendant
CIV-102608,Thomas,Mccarthy,Judge
CIV-102609,Karen,Davila,Plaintiff
CIV-102609,Catherine,Wallace,Defendant
CIV-102609,Jason,Mccarthy,Judge
CIV-102610,Jennifer,Moon,Plaintiff
CIV-102610,Hunter,Johnson,Defendant
CIV-102610,Ronald,Reid,Judge
CIV-102611,David,Soto,Plaintiff
CIV-102611,Shannon,Goodwin,Defendant
CIV-102611,David,Harris,Judge
CIV-102612,Dale,Boyer,Plaintiff
CIV-102612,Stacey,Baker,Defendant
CIV-102612,Heather,Strickland,Judge
CIV-102613,Elijah,Lawrence,Plaintiff
CIV-102613,Paul,Schneider,Defendant
CIV-102613,Janet,Briggs,Judge
CIV-102614,Laura,Pena,Plaintiff
CIV-102614,John,Bates,Defendant
CIV-102614,Natalie,Gray,Judge
CIV-102615,Donna,Webb,Plaintiff
CIV-102615,Corey,Chang,Defendant
CIV-102615,Sarah,Christian,Judge
CIV-102616,Nicole,Jensen,Plaintiff
CIV-102616,Michael,Lucas,Defendant
CIV-102616,Samantha,Dougherty,Judge
CIV-102617,Courtney,Chavez,Plaintiff
CIV-102617,Catherine,Porter,Defendant
CIV-102617,Philip,Kelly,Judge
CIV-102618,Kristin,Smith,Prosecutor
CIV-102618,Sharon,Wright,Defendant
CIV-102618,Valerie,Frazier,Judge
CIV-102619,Ashley,Garza,Plaintiff
CIV-102619,Emily,Hamilton,Defendant
CIV-102619,Nicole,Johnson,Judge
CIV-102620,James,Wilkerson,Plaintiff
CIV-102620,Robert,Russell,Defendant
CIV-102620,Valerie,Mitchell,Judge
CIV-102621,Regina,Ward,Plaintiff
CIV-102621,Mark,Boyer,Defendant
CIV-102621,Roberto,Aguirre,Judge
CIV-102622,John,Hernandez,Prosecutor
CIV-102622,David,Martinez,Defendant
CIV-102622,Travis,King,Judge
CIV-102623,Stephanie,Phillips,Plaintiff
CIV-102623,Robert,Davis,Defendant
CIV-102623,Melissa,Webb,Judge
CIV-102624,Oscar,Schwartz,Plaintiff
CIV-102624,Mike,Patterson,Defendant
CIV-102624,Ralph,Garrison,Judge
CIV-102625,Victor,Mejia,Plaintiff
CIV-102625,Robert,Gutierrez,Defendant
CIV-102625,Joshua,Ortiz,Judge
CIV-102626,Lindsey,Barnes,Plaintiff
CIV-102626,Eric,Hunter,Defendant
CIV-102626,Cynthia,Walker,Judge
CIV-102627,Ian,Carter,Plaintiff
CIV-102627,Nathan,Romero,Defendant
CIV-102627,Michelle,Boyd,Judge
CIV-102628,Michael,Dunn,Plaintiff
CIV-102628,Eric,Diaz,Defendant
CIV-102628,Peter,Gonzalez,Judge
CIV-102629,Kristopher,Reed,Prosecutor
CIV-102629,Cassandra,Robertson,Defendant
CIV-102629,Katherine,Coffey,Judge
CIV-102630,Robert,Maddox,Plaintiff
CIV-102630,Mitchell,Greer,Defendant
CIV-102630,Thomas,Wilson,Judge
CIV-102631,Kathy,Smith,Plaintiff
CIV-102631,Vickie,Butler,Defendant
CIV-102631,Jorge,Stevens,Judge
CIV-102632,Tony,Gutierrez,Plaintiff
CIV-102632,Kristina,Sweeney,Defendant
CIV-102632,Latasha,Davis,Judge
CIV-102633,Jay,Mitchell,Plaintiff
CIV-102633,Nicholas,Alexander,Defendant
CIV-102633,Rebecca,Moss,Judge
CIV-102634,Jennifer,Sweeney,Plaintiff
CIV-102634,Isaac,Kim,Defendant
CIV-102634,Jesse,Graham,Judge
CIV-102635,Valerie,Ward,Plaintiff
CIV-102635,Daniel,Walters,Defendant
CIV-102635,Nicole,Dawson,Judge
CIV-102636,David,Marshall,Plaintiff
CIV-102636,Sharon,Butler,Defendant
CIV-102636,Kristina,Cooper,Judge
CIV-102637,Kendra,Anderson,Prosecutor
CIV-102637,Taylor,Pena,Defendant
CIV-102637,Allison,Hodges,Judge
CIV-102638,Craig,Anderson,Prosecutor
CIV-102638,Kevin,Smith,Defendant
CIV-102638,Brandon,Cortez,Judge
CIV-102639,Kevin,Carney,Plaintiff
CIV-102639,Kevin,Cooper,Defendant
CIV-102639,Sarah,Kelley,Judge
CIV-102640,Nancy,Jones,Prosecutor
CIV-102640,Edward,Green,Defendant
CIV-102640,Crystal,Sherman,Judge
CIV-102641,Sarah,Rogers,Prosecutor
CIV-102641,Wesley,Stafford,Defendant
CIV-102641,Melissa,Avery,Judge
CIV-102642,Shannon,Welch,Plaintiff
CIV-102642,Elijah,Lambert,Defendant
CIV-102642,Lisa,Long,Judge
CIV-102643,Jennifer,Mclaughlin,Plaintiff
CIV-102643,April,Reynolds,Defendant
CIV-102643,Donna,Lee,Judge
CIV-102644,Sean,Suarez,Plaintiff
CIV-102644,Lori,Allison,Defendant
CIV-102644,Brittany,Rosario,Judge
CIV-102645,Paul,Allen,Plaintiff
CIV-102645,Paul,Davis,Defendant
CIV-102645,Erica,Steele,Judge
CIV-102646,Robert,Hardy,Plaintiff
CIV-102646,Brooke,Velez,Defendant
CIV-102646,Madeline,Wood,Judge
CIV-102647,Yvette,Romero,Plaintiff
CIV-102647,Timothy,Rosario,Defendant
CIV-102647,Donna,Wolfe,Judge
CIV-102648,Jacqueline,Williams,Prosecutor
CIV-102648,Dana,Hernandez,Defendant
CIV-102648,Rachel,Johnson,Judge
CIV-102649,Randall,Cooper,Plaintiff
CIV-102649,Ronald,Stewart,Defendant
CIV-102649,Carlos,Rodriguez,Judge
CIV-102650,David,Johnson,Plaintiff
CIV-102650,Victoria,Donaldson,Defendant
CIV-102650,Karen,Williams,Judge
CIV-102651,Michael,Fletcher,Plaintiff
CIV-102651,Charles,Butler,Defendant
CIV-102651,Heather,Kidd,Judge
CIV-102652,Andrea,Bean,Plaintiff
CIV-102652,Jennifer,Holmes,Defendant
CIV-102652,John,Collier,Judge
CIV-102653,Christopher,Holmes,Plaintiff
CIV-102653,Nina,Smith,Defendant
CIV-102653,John,Sims,Judge
CIV-102654,Kevin,Bowen,Plaintiff
CIV-102654,Robin,Acevedo,Defendant
CIV-102654,Monica,Sanders,Judge
CIV-102655,Elizabeth,Snyder,Plaintiff
CIV-102655,Amanda,Pearson,Defendant
CIV-102655,Tanya,Gutierrez,Judge
CIV-102656,Sharon,Ashley,Plaintiff
CIV-102656,Christopher,Lopez,Defendant
CIV-102656,Diane,Butler,Judge
CIV-102657,Alyssa,Rice,Plaintiff
CIV-102657,Frank,Meyer,Defendant
CIV-102657,Michelle,Nunez,Judge
CIV-102658,Diana,Davis,Plaintiff
CIV-102658,Calvin,Hall,Defendant
CIV-102658,Bobby,Christian,Judge
CIV-102659,Laurie,Ward,Plaintiff
CIV-102659,Martin,Hensley,Defendant
CIV-102659,Richard,Gallegos,Judge
CIV-102660,Andrea,Cameron,Plaintiff
CIV-102660,Elizabeth,Kramer,Defendant
CIV-102660,Tami,Smith,Judge
CIV-102661,Kelly,Rich,Prosecutor
CIV-102661,Erica,Garcia,Defendant
CIV-102661,Katherine,Carpenter,Judge
CIV-102662,Jennifer,Martinez,Plaintiff
CIV-102662,Christopher,Trujillo,Defendant
CIV-102662,Joshua,Koch,Judge
CIV-102663,Traci,Gibbs,Plaintiff
CIV-102663,Bruce,Zuniga,Defendant
CIV-102663,Jessica,Smith,Judge
CIV-102664,Angela,Green,Plaintiff
CIV-102664,Shaun,Webb,Defendant
CIV-102664,Rebecca,Charles,Judge
CIV-102665,Jessica,Dunn,Prosecutor
CIV-102665,Jennifer,Gregory,Defendant
CIV-102665,Cassandra,King,Judge
CIV-102666,Brian,Whitehead,Prosecutor
CIV-102666,Christopher,Thomas,Defendant
CIV-102666,Jamie,Shelton,Judge
CIV-102667,David,Estrada,Plaintiff
CIV-102667,Trevor,Oneal,Defendant
CIV-102667,Roy,Carpenter,Judge
CIV-102668,Lisa,Jones,Plaintiff
CIV-102668,Bailey,Mitchell,Defendant
CIV-102668,William,Carroll,Judge
CIV-102669,Evan,Dickerson,Plaintiff
CIV-102669,Gregory,Shaw,Defendant
CIV-102669,Susan,Cox,Judge
CIV-102670,Robert,Cabrera,Plaintiff
CIV-102670,Robin,Davis,Defendant
CIV-102670,Adam,Williams,Judge
CIV-102671,David,Nelson,Plaintiff
CIV-102671,Richard,Smith,Defendant
CIV-102671,Benjamin,Walker,Judge
CIV-102672,Heather,Adams,Plaintiff
CIV-102672,Jason,Heath,Defendant
CIV-102672,Cynthia,Smith,Judge
CIV-102673,Michelle,Burns,Prosecutor
CIV-102673,Kayla,Dalton,Defendant
CIV-102673,Lee,Rodriguez,Judge
CIV-102674,Christopher,Fuller,Plaintiff
CIV-102674,Larry,Butler,Defendant
CIV-102674,Michael,Peterson,Judge
CIV-102675,Jessica,Meyer,Plaintiff
CIV-102675,Anthony,Lambert,Defendant
CIV-102675,Debra,Ritter,Judge
CIV-102676,Chris,Stout,Prosecutor
CIV-102676,Cynthia,Castro,Defendant
CIV-102676,Christopher,Luna,Judge
CIV-102677,Molly,Nichols,Plaintiff
CIV-102677,Nicole,Fischer,Defendant
CIV-102677,Judith,Macdonald,Judge
CIV-102678,Tammy,Gill,Plaintiff
CIV-102678,Nicholas,Rogers,Defendant
CIV-102678,Kenneth,Phillips,Judge
CIV-102679,Courtney,Yoder,Plaintiff
CIV-102679,Ryan,Chambers,Defendant
CIV-102679,Justin,Tran,Judge
CIV-102680,Elizabeth,Boyd,Plaintiff
CIV-102680,Brenda,Dunn,Defendant
CIV-102680,Christopher,Gonzales,Judge
CIV-102681,Nichole,Holt,Prosecutor
CIV-102681,Mark,Brooks,Defendant
CIV-102681,Terri,Webster,Judge
CIV-102682,Mark,Reese,Prosecutor
CIV-102682,Samantha,Miles,Defendant
CIV-102682,David,Palmer,Judge
CIV-102683,Dan,Miller,Plaintiff
CIV-102683,Annette,Osborn,Defendant
CIV-102683,Sandra,Colon,Judge
CIV-102684,Casey,Hoffman,Plaintiff
CIV-102684,Timothy,Webb,Defendant
CIV-102684,Timothy,Mora,Judge
CIV-102685,Suzanne,Brown,Plaintiff
CIV-102685,Vanessa,Holder,Defendant
CIV-102685,Michael,Stephenson,Judge
CIV-102686,Jonathan,Snyder,Plaintiff
CIV-102686,Brianna,Haney,Defendant
CIV-102686,Karen,Brown,Judge
CIV-102687,Christopher,Jones,Prosecutor
CIV-102687,Mary,Carter,Defendant
CIV-102687,Julia,Everett,Judge
CIV-102688,Megan,Ramos,Plaintiff
CIV-102688,David,Douglas,Defendant
CIV-102688,Mary,Kirk,Judge
CIV-102689,Elizabeth,Serrano,Plaintiff
CIV-102689,Angela,Miller,Defendant
CIV-102689,Daniel,Martinez,Judge
CIV-102690,Heather,Davis,Prosecutor
CIV-102690,James,Garrett,Defendant
CIV-102690,Timothy,Phillips,Judge
CIV-102691,Michael,Mccullough,Plaintiff
CIV-102691,Jose,Marshall,Defendant
CIV-102691,Shawn,Delacruz,Judge
CIV-102692,Matthew,Ryan,Plaintiff
CIV-102692,Jennifer,Lynch,Defendant
CIV-102692,Megan,Baker,Judge
CIV-102693,Eugene,Graham,Prosecutor
CIV-102693,Kimberly,Rivera,Defendant
CIV-102693,Kathleen,Smith,Judge
CIV-102694,Jennifer,Martinez,Plaintiff
CIV-102694,Phillip,Walsh,Defendant
CIV-102694,Dalton,Lindsey,Judge
CIV-102695,Samuel,Lewis,Plaintiff
CIV-102695,Lisa,Melton,Defendant
CIV-102695,John,Roberts,Judge
CIV-102696,Debra,Anderson,Plaintiff
CIV-102696,Stephanie,Green,Defendant
CIV-102696,James,Ryan,Judge
CIV-102697,Sydney,Moran,Plaintiff
CIV-102697,Maria,Allen,Defendant
CIV-102697,Michele,Moore,Judge
CIV-102698,Nicole,Carr,Plaintiff
CIV-102698,Maria,Walls,Defendant
CIV-102698,Wayne,Figueroa,Judge
CIV-102699,Jessica,Fitzpatrick,Plaintiff
CIV-102699,Ann,Thornton,Defendant
CIV-102699,Jared,Ward,Judge
CIV-102700,Caroline,Gutierrez,Prosecutor
CIV-102700,Sabrina,Stevens,Defendant
CIV-102700,Mark,Davis,Judge
CIV-102701,Pamela,Rhodes,Plaintiff
CIV-102701,Kimberly,Moore,Defendant
CIV-102701,Catherine,Williams,Judge
CIV-102702,Leslie,Allen,Plaintiff
CIV-102702,Terri,Ali,Defendant
CIV-102702,Eric,Williams,Judge
CIV-102703,Jennifer,Cooper,Plaintiff
CIV-102703,Jeffery,Sanders,Defendant
CIV-102703,Dustin,Jacobs,Judge
CIV-102704,Luke,Bradley,Plaintiff
CIV-102704,Sally,Thomas,Defendant
CIV-102704,Elizabeth,Washington,Judge
CIV-102705,Marilyn,Larson,Prosecutor
CIV-102705,Kenneth,Johnson,Defendant
CIV-102705,Kevin,Trevino,Judge
CIV-102706,Lisa,Bruce,Plaintiff
CIV-102706,Angela,Santos,Defendant
CIV-102706,Veronica,Gonzalez,Judge
CIV-102707,Brian,Thomas,Plaintiff
CIV-102707,Samantha,Reed,Defendant
CIV-102707,Roger,Hall,Judge
CIV-102708,Joseph,Morris,Plaintiff
CIV-102708,Eileen,George,Defendant
CIV-102708,Stacey,Phillips,Judge
CIV-102709,Robert,Cervantes,Plaintiff
CIV-102709,Steven,Davidson,Defendant
CIV-102709,Andrea,Thomas,Judge
CIV-102710,Stephanie,Jefferson,Prosecutor
CIV-102710,Tina,Moore,Defendant
CIV-102710,Brandon,Mckenzie,Judge
CIV-102711,Gregory,Anderson,Plaintiff
CIV-102711,Jason,Johnson,Defendant
CIV-102711,Olivia,Vega,Judge
CIV-102712,Joshua,Sherman,Plaintiff
CIV-102712,Karen,Atkins,Defendant
CIV-102712,Erika,Huber,Judge
CIV-102713,Kevin,Montoya,Plaintiff
CIV-102713,Jeremy,Sanchez,Defendant
CIV-102713,Tara,Conrad,Judge
CIV-102714,Michelle,Goodman,Plaintiff
CIV-102714,John,Martin,Defendant
CIV-102714,Gregory,Williams,Judge
CIV-102715,Denise,Lozano,Plaintiff
CIV-102715,Debbie,Harvey,Defendant
CIV-102715,Jill,Hansen,Judge
CIV-102716,Aaron,Nelson,Plaintiff
CIV-102716,Anthony,Clark,Defendant
CIV-102716,Adam,Hill,Judge
CIV-102717,Tiffany,Edwards,Plaintiff
CIV-102717,April,Bell,Defendant
CIV-102717,Matthew,Meza,Judge
CIV-102718,Tina,Cox,Plaintiff
CIV-102718,Jacob,Perez,Defendant
CIV-102718,Tina,Jenkins,Judge
CIV-102719,George,Holmes,Plaintiff
CIV-102719,William,Hopkins,Defendant
CIV-102719,Holly,Phillips,Judge
CIV-102720,Shane,Nichols,Plaintiff
CIV-102720,Theodore,Johnson,Defendant
CIV-102720,Katelyn,Johnson,Judge
CIV-102721,Pamela,Melton,Prosecutor
CIV-102721,Anna,Trujillo,Defendant
CIV-102721,Kevin,Miller,Judge
CIV-102722,Ronnie,Pruitt,Plaintiff
CIV-102722,Kevin,Charles,Defendant
CIV-102722,Whitney,Chambers,Judge
CIV-102723,Matthew,Martin,Plaintiff
CIV-102723,Jack,Chapman,Defendant
CIV-102723,Ashley,Drake,Judge
CIV-102724,Helen,Myers,Plaintiff
CIV-102724,Christina,Roberts,Defendant
CIV-102724,Elizabeth,Newman,Judge
CIV-102725,Patrick,Lee,Prosecutor
CIV-102725,Jared,Morris,Defendant
CIV-102725,Vickie,Cunningham,Judge
CIV-102726,Paula,Wilson,Plaintiff
CIV-102726,Collin,Vance,Defendant
CIV-102726,Mark,Allen,Judge
CIV-102727,Taylor,Patterson,Plaintiff
CIV-102727,Adriana,Solomon,Defendant
CIV-102727,Gary,Williams,Judge
CIV-102728,John,Mejia,Plaintiff
CIV-102728,John,Fitzpatrick,Defendant
CIV-102728,James,Meyer,Judge
CIV-102729,Matthew,Matthews,Prosecutor
CIV-102729,Caleb,Palmer,Defendant
CIV-102729,James,Ashley,Judge
CIV-102730,Adam,Hodges,Plaintiff
CIV-102730,Matthew,Morris,Defendant
CIV-102730,Jamie,Richardson,Judge
CIV-102731,Tiffany,Ortiz,Plaintiff
CIV-102731,Alexandra,Franco,Defendant
CIV-102731,Christine,Peterson,Judge
CIV-102732,Michael,Pearson,Plaintiff
CIV-102732,David,Hall,Defendant
CIV-102732,Cheryl,Adams,Judge
CIV-102733,Matthew,Pollard,Plaintiff
CIV-102733,Steven,Bush,Defendant
CIV-102733,Ruben,Bell,Judge
CIV-102734,Paul,Moore,Plaintiff
CIV-102734,Jay,Suarez,Defendant
CIV-102734,Molly,Scott,Judge
CIV-102735,Adrian,Williams,Prosecutor
CIV-102735,Jessica,Nelson,Defendant
CIV-102735,Kent,Smith,Judge
CIV-102736,Tanya,Nunez,Plaintiff
CIV-102736,Rachel,Jones,Defendant
CIV-102736,Jonathan,Carney,Judge
CIV-102737,Tracy,Brown,Plaintiff
CIV-102737,Noah,Mccarty,Defendant
CIV-102737,Samantha,Winters,Judge
CIV-102738,Erin,Robinson,Plaintiff
CIV-102738,Heather,Garza,Defendant
CIV-102738,Kyle,Potter,Judge
CIV-102739,Gail,Hinton,Plaintiff
CIV-102739,James,Hayes,Defendant
CIV-102739,Scott,Fowler,Judge
CIV-102740,Rhonda,White,Plaintiff
CIV-102740,Luis,Alvarez,Defendant
CIV-102740,Tyler,Watts,Judge
CIV-102741,Rebecca,Hampton,Plaintiff
CIV-102741,Matthew,Shelton,Defendant
CIV-102741,Brian,Harris,Judge
CIV-102742,Carrie,Thomas,Plaintiff
CIV-102742,Stephanie,Price,Defendant
CIV-102742,Brooke,Mitchell,Judge
CIV-102743,Nicole,Robinson,Plaintiff
CIV-102743,Mary,Scott,Defendant
CIV-102743,Emily,Campbell,Judge
CIV-102744,Jesse,Ward,Prosecutor
CIV-102744,Melissa,Kent,Defendant
CIV-102744,Nicholas,Chambers,Judge
CIV-102745,John,Hill,Plaintiff
CIV-102745,Krystal,Gonzalez,Defendant
CIV-102745,Benjamin,Mccarthy,Judge
CIV-102746,Joel,Williams,Plaintiff
CIV-102746,Mitchell,Jacobs,Defendant
CIV-102746,Travis,Wilson,Judge
CIV-102747,George,Wilson,Plaintiff
CIV-102747,Brian,Washington,Defendant
CIV-102747,Jessica,Ramirez,Judge
CIV-102748,Jill,Duncan,Prosecutor
CIV-102748,Benjamin,Yoder,Defendant
CIV-102748,Ryan,Cobb,Judge
CIV-102749,John,George,Plaintiff
CIV-102749,Eric,Gray,Defendant
CIV-102749,Jamie,Hart,Judge
CIV-102750,Sarah,Wright,Plaintiff
CIV-102750,Michele,Robinson,Defendant
CIV-102750,Nicole,Newman,Judge
CIV-102751,Juan,Mitchell,Plaintiff
CIV-102751,Brooke,Fisher,Defendant
CIV-102751,Richard,Gross,Judge
CIV-102752,Brian,Nelson,Plaintiff
CIV-102752,Ashlee,Ryan,Defendant
CIV-102752,Heather,Brooks,Judge
CIV-102753,Leslie,Meadows,Plaintiff
CIV-102753,Amber,Sandoval,Defendant
CIV-102753,Allison,White,Judge
CIV-102754,Dustin,Hall,Plaintiff
CIV-102754,Matthew,Richardson,Defendant
CIV-102754,Gina,Thomas,Judge
CIV-102755,Michael,Mccarthy,Prosecutor
CIV-102755,Robert,Shaw,Defendant
CIV-102755,James,Gallagher,Judge
CIV-102756,Crystal,Robertson,Plaintiff
CIV-102756,Larry,Saunders,Defendant
CIV-102756,Stephanie,Santos,Judge
CIV-102757,Jerry,Hartman,Plaintiff
CIV-102757,Timothy,Welch,Defendant
CIV-102757,Mathew,Gonzalez,Judge
CIV-102758,Jennifer,Johnson,Plaintiff
CIV-102758,Amy,Foster,Defendant
CIV-102758,Chelsea,Matthews,Judge
CIV-102759,Heather,Leonard,Prosecutor
CIV-102759,Shane,Gay,Defendant
CIV-102759,Alexis,Rios,Judge
CIV-102760,Richard,Thompson,Plaintiff
CIV-102760,Jo,Moore,Defendant
CIV-102760,Robert,Thomas,Judge
CIV-102761,Tina,Jones,Plaintiff
CIV-102761,Brady,Caldwell,Defendant
CIV-102761,Michael,Hancock,Judge
CIV-102762,William,Gonzalez,Plaintiff
CIV-102762,Megan,Williams,Defendant
CIV-102762,Catherine,Macias,Judge
CIV-102763,Kendra,White,Prosecutor
CIV-102763,Justin,Hamilton,Defendant
CIV-102763,Hannah,Martin,Judge
CIV-102764,Eric,Sullivan,Plaintiff
CIV-102764,Richard,Wright,Defendant
CIV-102764,Angela,Thomas,Judge
CIV-102765,Christina,Le,Plaintiff
CIV-102765,Ryan,Wilson,Defendant
CIV-102765,Jason,Duncan,Judge
CIV-102766,Carrie,Thomas,Prosecutor
CIV-102766,Katherine,Randall,Defendant
CIV-102766,Samuel,Tate,Judge
CIV-102767,Chelsea,Wu,Plaintiff
CIV-102767,Bethany,Daniels,Defendant
CIV-102767,Robert,Waller,Judge
CIV-102768,Ryan,Campos,Plaintiff
CIV-102768,Kayla,Jones,Defendant
CIV-102768,Barbara,Delacruz,Judge
CIV-102769,Meagan,Lopez,Plaintiff
CIV-102769,Heather,Martinez,Defendant
CIV-102769,Nicholas,Carter,Judge
CIV-102770,Anita,Valdez,Plaintiff
CIV-102770,Jesse,Trujillo,Defendant
CIV-102770,Tamara,Santiago,Judge
CIV-102771,Rachel,Burke,Plaintiff
CIV-102771,Mary,Williams,Defendant
CIV-102771,Kathryn,Davis,Judge
CIV-102772,Timothy,Alvarez,Plaintiff
CIV-102772,Lisa,Wolfe,Defendant
CIV-102772,Samantha,Turner,Judge
CIV-102773,Jennifer,Nguyen,Prosecutor
CIV-102773,Carla,Oneal,Defendant
CIV-102773,Debra,Patterson,Judge
CIV-102774,Scott,Smith,Prosecutor
CIV-102774,Tyler,Warren,Defendant
CIV-102774,Lauren,Potts,Judge
CIV-102775,Anthony,Sutton,Prosecutor
CIV-102775,Jonathon,Ford,Defendant
CIV-102775,Francisco,Jensen,Judge
CIV-102776,Lisa,Johnson,Plaintiff
CIV-102776,Tammy,Norris,Defendant
CIV-102776,Sherri,Kirk,Judge
CIV-102777,Matthew,Simon,Prosecutor
CIV-102777,Christy,Taylor,Defendant
CIV-102777,Tim,Coffey,Judge
CIV-102778,William,Watson,Plaintiff
CIV-102778,Kristine,Torres,Defendant
CIV-102778,John,Jones,Judge
CIV-102779,Ashley,Davis,Plaintiff
CIV-102779,Helen,Mitchell,Defendant
CIV-102779,Michael,Powell,Judge
CIV-102780,Connor,Fowler,Plaintiff
CIV-102780,Veronica,Marshall,Defendant
CIV-102780,Bryan,Green,Judge
CIV-102781,Joshua,Watkins,Plaintiff
CIV-102781,Ryan,Wilson,Defendant
CIV-102781,Dominique,Peterson,Judge
CIV-102782,Tommy,Mosley,Plaintiff
CIV-102782,Joseph,Hughes,Defendant
CIV-102782,Joshua,Gaines,Judge
CIV-102783,Curtis,Morales,Plaintiff
CIV-102783,Melissa,Swanson,Defendant
CIV-102783,John,Donaldson,Judge
CIV-102784,Courtney,Fuentes,Plaintiff
CIV-102784,Krista,Duran,Defendant
CIV-102784,Lindsay,Morris,Judge
CIV-102785,Kevin,Moore,Plaintiff
CIV-102785,Kelly,Smith,Defendant
CIV-102785,Ricky,Johnson,Judge
CIV-102786,Kristy,Dougherty,Plaintiff
CIV-102786,Loretta,Thomas,Defendant
CIV-102786,Joseph,Taylor,Judge
CIV-102787,Shelia,Watkins,Plaintiff
CIV-102787,David,Pollard,Defendant
CIV-102787,Daniel,Ortega,Judge
CIV-102788,Eric,Buchanan,Plaintiff
CIV-102788,Audrey,Velez,Defendant
CIV-102788,Kristen,Atkins,Judge
CIV-102789,Rachel,Meyer,Prosecutor
CIV-102789,Amy,Washington,Defendant
CIV-102789,Margaret,Lee,Judge
CIV-102790,Courtney,Johnson,Plaintiff
CIV-102790,Misty,Kim,Defendant
CIV-102790,Phillip,Owens,Judge
CIV-102791,Ashley,Perez,Plaintiff
CIV-102791,Kyle,Boyd,Defendant
CIV-102791,Charles,Joseph,Judge
CIV-102792,Anna,Davis,Plaintiff
CIV-102792,Debbie,West,Defendant
CIV-102792,Teresa,Meyer,Judge
CIV-102793,Jason,Walker,Prosecutor
CIV-102793,Chad,Simmons,Defendant
CIV-102793,Donna,Dillon,Judge
CIV-102794,Allen,Bonilla,Prosecutor
CIV-102794,Mark,Bowen,Defendant
CIV-102794,Laurie,Nash,Judge
CIV-102795,Donna,Horne,Plaintiff
CIV-102795,John,Harper,Defendant
CIV-102795,Kristin,Moreno,Judge
CIV-102796,Hannah,Porter,Plaintiff
CIV-102796,Robert,Quinn,Defendant
CIV-102796,Michael,Sloan,Judge
CIV-102797,Alejandro,Figueroa,Plaintiff
CIV-102797,Andrew,Rangel,Defendant
CIV-102797,Paul,Lee,Judge
CIV-102798,Laura,Tucker,Plaintiff
CIV-102798,Sara,Mccall,Defendant
CIV-102798,Nicholas,Martin,Judge
CIV-102799,Christopher,Gates,Plaintiff
CIV-102799,Henry,Rush,Defendant
CIV-102799,Elizabeth,Adams,Judge
CIV-102800,Brittany,Davis,Plaintiff
CIV-102800,Tony,Kennedy,Defendant
CIV-102800,Jason,Walsh,Judge
CIV-102801,Amber,Glover,Plaintiff
CIV-102801,Margaret,Blackburn,Defendant
CIV-102801,Charles,Bullock,Judge
CIV-102802,Monique,David,Prosecutor
CIV-102802,Craig,Allison,Defendant
CIV-102802,Brian,Cooley,Judge
CIV-102803,Nina,Richardson,Prosecutor
CIV-102803,Bill,Richardson,Defendant
CIV-102803,Michael,Gray,Judge
CIV-102804,Stephanie,Richardson,Plaintiff
CIV-102804,Jorge,Vargas,Defendant
CIV-102804,Sean,Reeves,Judge
CIV-102805,Heather,Romero,Plaintiff
CIV-102805,Daniel,Evans,Defendant
CIV-102805,John,Freeman,Judge
CIV-102806,Roberto,Klein,Plaintiff
CIV-102806,Victor,Wilcox,Defendant
CIV-102806,Stephanie,Gardner,Judge
CIV-102807,Kenneth,Pugh,Prosecutor
CIV-102807,Hector,Parsons,Defendant
CIV-102807,Jonathan,Reeves,Judge
CIV-102808,Chris,Rowe,Plaintiff
CIV-102808,Denise,Carpenter,Defendant
